"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15"
"Mcommon",9.05331995588085,86.849087825115,68.4366113581045,2.27312861274208,19.592083443722,3.44080769810898,-2.37534510434716,-2.43352526994613,-2.26978164403317,-0.332545038892931,14.2230480638468,13.158930219899,-1.9091017705523,23.6217655312494,-1.8526474442931
"Mpositive",7.73587031995257,7.52779398772144,7.49108759353488,2.15591513459768,7.52456122628536,2.57830112019419,-2.21816103956937,-1.33467501408235,-2.64943652603205,0.264081820764414,7.66949525100769,7.56164174558878,-2.4176959540979,7.59588991771854,-2.20475088779395
