"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15"
"Mcommon",9.35177790735588,87.2311735358753,69.0129287353084,2.98744552593462,19.9143538933768,4.03108301717793,-1.34625537049942,-1.11138236145052,-1.8330907194927,0.478454201988598,14.7526014619229,13.9450676214465,-0.877387437172274,24.2610821380767,-0.803953026479576
"Mpositive",7.59833917713892,8.57847641983314,8.56006109164341,3.06560138937921,8.5870923187959,3.03732149247931,-1.24884269814458,-0.307102060084095,-1.58775116672181,1.01550557222819,8.72176535714501,8.63337494570565,-1.44593056215814,8.6346206082922,-1.18331906723917
