"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15"
"Mcommon",4.44501898990836,80.3078173231825,63.5701755881764,1.31961647682192,14.6430171627744,1.71864742713797,-0.208602670764321,-0.633462338226764,-0.583292000082565,0.299950037476947,10.7918150229334,11.7160132660047,-0.118477849076953,20.9016295231213,-0.125776584683081
"Mpositive",2.7702731181267,9.52792099477383,9.52748415457758,1.08063254233001,9.51966161953144,0.47755154253235,-0.528205838529103,0.372498900558225,-0.798419461401649,0.538373784842662,9.58410839334109,9.54602658547643,-0.875301077499351,9.54007568065896,-0.73059916495253
